Text,Sentiment,Timestamp,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Polarity,Subjectivity,Sentiment_Category
 Arousal of excitement for an upcoming festival.       ,Arousal,9/25/2017 11:30,Instagram,festivalexcitement,20,40, UK ,2017,9,25,11,0.0,0.0,Neutral
 Enthusiasm for a DIY home improvement project.       ,Enthusiasm,4/15/2018 16:00,Facebook,enthusiasm,15,30, Australia   ,2018,4,15,16,0.0,0.0,Neutral
 Enthusiasm for a DIY home improvement project.       ,Enthusiasm,4/15/2018 16:00,Facebook,homeimprovement,15,30, Australia   ,2018,4,15,16,0.0,0.0,Neutral
 Fulfillment in completing a challenging puzzle.      ,Fulfillment,11/28/2019 18:20,Twitter,fulfillment,22,45, India    ,2019,11,28,18,0.5,1.0,Positive
 Fulfillment in completing a challenging puzzle.      ,Fulfillment,11/28/2019 18:20,Twitter,puzzlechallenge,22,45, India    ,2019,11,28,18,0.5,1.0,Positive
 Reverence for the wonders of nature on a hiking trail.,Reverence,5/11/2020 15:00,Instagram,reverence,18,35, USA        ,2020,5,11,15,0.0,0.0,Neutral
 Reverence for the wonders of nature on a hiking trail.,Reverence,5/11/2020 15:00,Instagram,natureexploration,18,35, USA        ,2020,5,11,15,0.0,0.0,Neutral
 Elation after a surprise reunion with a childhood friend.,Elation,2/5/2021 9:30,Facebook,elation,25,50, Canada      ,2021,2,5,9,0.0,0.0,Neutral
 Elation after a surprise reunion with a childhood friend.,Elation,2/5/2021 9:30,Facebook,friendshipreunion,25,50, Canada      ,2021,2,5,9,0.0,0.0,Neutral
 Suffering from despair after another setback.      ,Despair,3/10/2021 8:30,Twitter,despair,5,10, USA          ,2021,3,10,8,0.0,0.0,Neutral
 Suffering from despair after another setback.      ,Despair,3/10/2021 8:30,Twitter,struggle,5,10, USA          ,2021,3,10,8,0.0,0.0,Neutral
" Overwhelmed by grief, missing a loved one dearly.  ",Grief,7/5/2022 15:45,Instagram,grief,8,15, Canada          ,2022,7,5,15,-0.1,0.35,Negative
" Overwhelmed by grief, missing a loved one dearly.  ",Grief,7/5/2022 15:45,Instagram,loss,8,15, Canada          ,2022,7,5,15,-0.1,0.35,Negative
 Loneliness creeps in as the night grows colder.    ,Loneliness,11/18/2019 21:20,Facebook,loneliness,10,20, UK           ,2019,11,18,21,0.0,0.0,Neutral
 Loneliness creeps in as the night grows colder.    ,Loneliness,11/18/2019 21:20,Facebook,isolation,10,20, UK           ,2019,11,18,21,0.0,0.0,Neutral
 Jealousy consumes me as I witness others' success. ,Jealousy,8/12/2020 11:30,Twitter,jealousy,12,25, India        ,2020,8,12,11,0.3,0.0,Positive
 Jealousy consumes me as I witness others' success. ,Jealousy,8/12/2020 11:30,Twitter,envy,12,25, India        ,2020,8,12,11,0.3,0.0,Positive
 Resentment building up over past betrayals.        ,Resentment,5/22/2018 14:45,Instagram,resentment,7,15, Australia     ,2018,5,22,14,-0.25,0.25,Negative
 Resentment building up over past betrayals.        ,Resentment,5/22/2018 14:45,Instagram,bitterness,7,15, Australia     ,2018,5,22,14,-0.25,0.25,Negative
 Frustration mounts as obstacles block my path.     ,Frustration,1/30/2017 16:10,Facebook,frustration,10,20, USA          ,2017,1,30,16,-0.05,0.0,Neutral
 Frustration mounts as obstacles block my path.     ,Frustration,1/30/2017 16:10,Facebook,obstacles,10,20, USA          ,2017,1,30,16,-0.05,0.0,Neutral
" Boredom sets in, the day feels endlessly dull.     ",Boredom,9/28/2016 19:45,Twitter,boredom,8,15, Canada        ,2016,9,28,19,-0.2916666666666667,0.5,Negative
" Boredom sets in, the day feels endlessly dull.     ",Boredom,9/28/2016 19:45,Twitter,lackofinterest,8,15, Canada        ,2016,9,28,19,-0.2916666666666667,0.5,Negative
" Anxiety grips my heart, worry clouds my thoughts.  ",Anxiety,4/15/2019 9:00,Instagram,anxiety,12,25, UK           ,2019,4,15,9,0.0,0.0,Neutral
" Anxiety grips my heart, worry clouds my thoughts.  ",Anxiety,4/15/2019 9:00,Instagram,worry,12,25, UK           ,2019,4,15,9,0.0,0.0,Neutral
 Intimidation by the unknown future ahead.          ,Intimidation,12/3/2021 18:30,Facebook,intimidation,15,30, India        ,2021,12,3,18,-0.05,0.3625,Neutral
 Intimidation by the unknown future ahead.          ,Intimidation,12/3/2021 18:30,Facebook,fear,15,30, India        ,2021,12,3,18,-0.05,0.3625,Neutral
 Helplessness sinks in as challenges pile up.       ,Helplessness,6/20/2020 14:20,Twitter,helplessness,8,15, Australia    ,2020,6,20,14,-0.1,0.0,Neutral
 Helplessness sinks in as challenges pile up.       ,Helplessness,6/20/2020 14:20,Twitter,overwhelmed,8,15, Australia    ,2020,6,20,14,-0.1,0.0,Neutral
 Envy eats away at me as I see others' prosperity.  ,Envy,11/7/2018 11:30,Instagram,envy,10,20, Canada        ,2018,11,7,11,0.0,0.0,Neutral
 Envy eats away at me as I see others' prosperity.  ,Envy,11/7/2018 11:30,Instagram,desire,10,20, Canada        ,2018,11,7,11,0.0,0.0,Neutral
 Regret over missed opportunities haunts my thoughts.,Regret,8/25/2017 16:00,Facebook,regret,12,25, UK           ,2017,8,25,16,0.0,0.0,Neutral
 Regret over missed opportunities haunts my thoughts.,Regret,8/25/2017 16:00,Facebook,missedchances,12,25, UK           ,2017,8,25,16,0.0,0.0,Neutral
 Disgust at the sight of injustice and cruelty.     ,Disgust,2/11/2019 9:45,Twitter,disgust,7,15, India        ,2019,2,11,9,0.0,0.0,Neutral
 Disgust at the sight of injustice and cruelty.     ,Disgust,2/11/2019 9:45,Twitter,injustice,7,15, India        ,2019,2,11,9,0.0,0.0,Neutral
" Drowning in despair, hope slipping through my fingers.",Despair,4/2/2016 20:20,Instagram,despair,10,20, USA          ,2016,4,2,20,-0.1,0.1,Neutral
" Drowning in despair, hope slipping through my fingers.",Despair,4/2/2016 20:20,Instagram,hopeless,10,20, USA          ,2016,4,2,20,-0.1,0.1,Neutral
" Grief weighs heavy, tears a constant companion.    ",Grief,10/18/2015 15:30,Facebook,grief,12,25, Canada        ,2015,10,18,15,-0.3333333333333333,0.3444444444444444,Negative
" Grief weighs heavy, tears a constant companion.    ",Grief,10/18/2015 15:30,Facebook,tears,12,25, Canada        ,2015,10,18,15,-0.3333333333333333,0.3444444444444444,Negative
" Loneliness in a crowded room, a silent cry for connection.",Loneliness,7/12/2019 18:10,Twitter,loneliness,15,30, UK            ,2019,7,12,18,0.0,0.1,Neutral
" Loneliness in a crowded room, a silent cry for connection.",Loneliness,7/12/2019 18:10,Twitter,seekingconnection,15,30, UK            ,2019,7,12,18,0.0,0.1,Neutral
" Jealousy gnaws at my confidence, a toxic emotion.  ",Jealousy,6/3/2018 16:30,Instagram,jealousy,8,15, India         ,2018,6,3,16,0.0,0.0,Neutral
" Jealousy gnaws at my confidence, a toxic emotion.  ",Jealousy,6/3/2018 16:30,Instagram,insecurity,8,15, India         ,2018,6,3,16,0.0,0.0,Neutral
" Resentment festers, poisoning relationships.       ",Resentment,1/15/2022 12:00,Facebook,resentment,10,20, Australia    ,2022,1,15,12,0.0,0.0,Neutral
" Resentment festers, poisoning relationships.       ",Resentment,1/15/2022 12:00,Facebook,brokentrust,10,20, Australia    ,2022,1,15,12,0.0,0.0,Neutral
" Frustration boils over, a volcanic eruption of emotions.",Frustration,4/10/2017 14:45,Twitter,frustration,12,25, USA          ,2017,4,10,14,0.0,0.0,Neutral
" Frustration boils over, a volcanic eruption of emotions.",Frustration,4/10/2017 14:45,Twitter,emotionaloutburst,12,25, USA          ,2017,4,10,14,0.0,0.0,Neutral
" Boredom settles like dust, life feels mundane.     ",Boredom,11/28/2016 19:00,Instagram,boredom,7,15, Canada        ,2016,11,28,19,-0.1666666666666666,0.1666666666666666,Negative
" Boredom settles like dust, life feels mundane.     ",Boredom,11/28/2016 19:00,Instagram,monotony,7,15, Canada        ,2016,11,28,19,-0.1666666666666666,0.1666666666666666,Negative
" Anxiety grips my chest, a relentless grip on my thoughts.",Anxiety,9/5/2018 9:30,Facebook,anxiety,10,20, UK            ,2018,9,5,9,0.0,0.0,Neutral
" Anxiety grips my chest, a relentless grip on my thoughts.",Anxiety,9/5/2018 9:30,Facebook,restlessness,10,20, UK            ,2018,9,5,9,0.0,0.0,Neutral
" Intimidation by the challenges ahead, fear takes hold.",Intimidation,10/22/2021 18:30,Twitter,intimidation,15,30, India         ,2021,10,22,18,0.0,0.0,Neutral
" Intimidation by the challenges ahead, fear takes hold.",Intimidation,10/22/2021 18:30,Twitter,facingfear,15,30, India         ,2021,10,22,18,0.0,0.0,Neutral
" Helplessness engulfs me, drowning in a sea of problems.",Helplessness,5/8/2019 14:20,Instagram,helplessness,8,15, Australia    ,2019,5,8,14,0.0,0.0,Neutral
" Helplessness engulfs me, drowning in a sea of problems.",Helplessness,5/8/2019 14:20,Instagram,struggling,8,15, Australia    ,2019,5,8,14,0.0,0.0,Neutral
" Envy poisons my thoughts, coveting others' success.",Envy,3/20/2017 11:30,Facebook,envy,10,20, Canada        ,2017,3,20,11,0.3,0.0,Positive
" Envy poisons my thoughts, coveting others' success.",Envy,3/20/2017 11:30,Facebook,success,10,20, Canada        ,2017,3,20,11,0.3,0.0,Positive
 Regret for decisions that led to a painful present.,Regret,12/15/2018 16:00,Twitter,regret,12,25, USA          ,2018,12,15,16,-0.35,0.45,Negative
 Regret for decisions that led to a painful present.,Regret,12/15/2018 16:00,Twitter,pastchoices,12,25, USA          ,2018,12,15,16,-0.35,0.45,Negative
 Disgust at the corruption that stains society.     ,Disgust,7/1/2016 9:45,Instagram,disgust,7,15, UK            ,2016,7,1,9,0.0,0.0,Neutral
 Disgust at the corruption that stains society.     ,Disgust,7/1/2016 9:45,Instagram,corruption,7,15, UK            ,2016,7,1,9,0.0,0.0,Neutral
" Sinking in despair, each day darker than the last. ",Despair,8/20/2020 20:20,Facebook,despair,10,20, India         ,2020,8,20,20,0.0,0.0666666666666666,Neutral
" Sinking in despair, each day darker than the last. ",Despair,8/20/2020 20:20,Facebook,darkdays,10,20, India         ,2020,8,20,20,0.0,0.0666666666666666,Neutral
" Grief overwhelms, a storm of emotions within.      ",Grief,2/25/2021 15:30,Twitter,grief,12,25, Canada        ,2021,2,25,15,-0.8,0.2,Negative
" Grief overwhelms, a storm of emotions within.      ",Grief,2/25/2021 15:30,Twitter,emotionalstorm,12,25, Canada        ,2021,2,25,15,-0.8,0.2,Negative
" Loneliness echoes in empty spaces, yearning for connection.",Loneliness,9/12/2019 18:10,Instagram,loneliness,15,30, Australia     ,2019,9,12,18,-0.1,0.5,Neutral
" Loneliness echoes in empty spaces, yearning for connection.",Loneliness,9/12/2019 18:10,Instagram,yearningforconnection,15,30, Australia     ,2019,9,12,18,-0.1,0.5,Neutral
" Jealousy poisons my thoughts, resentment brewing within.",Jealousy,8/5/2018 16:30,Facebook,jealousy,8,15, USA           ,2018,8,5,16,0.0,0.0,Neutral
" Jealousy poisons my thoughts, resentment brewing within.",Jealousy,8/5/2018 16:30,Facebook,resentment,8,15, USA           ,2018,8,5,16,0.0,0.0,Neutral
" Resentment festers, a wound that refuses to heal.  ",Resentment,1/12/2017 12:00,Twitter,resentment,10,20, India         ,2017,1,12,12,0.0,0.0,Neutral
" Resentment festers, a wound that refuses to heal.  ",Resentment,1/12/2017 12:00,Twitter,unforgiving,10,20, India         ,2017,1,12,12,0.0,0.0,Neutral
" Frustration escalates, a thunderstorm of emotions. ",Frustration,4/5/2022 14:45,Instagram,frustration,12,25, UK            ,2022,4,5,14,0.0,0.0,Neutral
" Frustration escalates, a thunderstorm of emotions. ",Frustration,4/5/2022 14:45,Instagram,emotionaloutburst,12,25, UK            ,2022,4,5,14,0.0,0.0,Neutral
" Boredom lingers, a stagnant pool of indifference.  ",Boredom,10/2/2021 19:00,Facebook,boredom,7,15, Canada        ,2021,10,2,19,0.0,0.0,Neutral
" Boredom lingers, a stagnant pool of indifference.  ",Boredom,10/2/2021 19:00,Facebook,stagnation,7,15, Canada        ,2021,10,2,19,0.0,0.0,Neutral
" Embarking on a journey of discovery, fueled by curiosity and a thirst for knowledge. ",Curiosity,4/15/2023 10:15,Twitter,curiosity,15,30, USA          ,2023,4,15,10,0.0,0.0,Neutral
" Embarking on a journey of discovery, fueled by curiosity and a thirst for knowledge. ",Curiosity,4/15/2023 10:15,Twitter,learning,15,30, USA          ,2023,4,15,10,0.0,0.0,Neutral
" Lost in the vast sea of information, an indifferent wave in the digital ocean. ",Indifference,11/28/2022 17:30,Instagram,indifference,7,15, Canada          ,2022,11,28,17,0.0,0.5,Neutral
" Lost in the vast sea of information, an indifferent wave in the digital ocean. ",Indifference,11/28/2022 17:30,Instagram,digitaloverload,7,15, Canada          ,2022,11,28,17,0.0,0.5,Neutral
" The complex puzzle of life leaves me in a state of perpetual confusion, seeking answers in the chaos. ",Confusion,4/2/2020 9:45,Facebook,confusion,10,20, UK           ,2020,4,2,9,-0.3,0.4,Negative
" The complex puzzle of life leaves me in a state of perpetual confusion, seeking answers in the chaos. ",Confusion,4/2/2020 9:45,Facebook,lifepuzzle,10,20, UK           ,2020,4,2,9,-0.3,0.4,Negative
" A numbness settles over me, a shield against the overwhelming emotions life throws my way. ",Numbness,8/10/2021 14:00,Twitter,numbness,8,15, India        ,2021,8,10,14,0.5,1.0,Positive
" A numbness settles over me, a shield against the overwhelming emotions life throws my way. ",Numbness,8/10/2021 14:00,Twitter,emotionalshield,8,15, India        ,2021,8,10,14,0.5,1.0,Positive
" Gazing at the sunset, a melancholic longing for moments that slip through the fingers of time. ",Melancholy,6/18/2019 20:45,Instagram,melancholy,12,25, Australia     ,2019,6,18,20,0.0,0.0,Neutral
" Gazing at the sunset, a melancholic longing for moments that slip through the fingers of time. ",Melancholy,6/18/2019 20:45,Instagram,sunsetmoments,12,25, Australia     ,2019,6,18,20,0.0,0.0,Neutral
" Revisiting old photographs, caught in the embrace of nostalgia's bittersweet symphony. ",Nostalgia,2/5/2018 15:15,Facebook,nostalgia,10,20, USA          ,2018,2,5,15,0.1,0.2,Neutral
" Revisiting old photographs, caught in the embrace of nostalgia's bittersweet symphony. ",Nostalgia,2/5/2018 15:15,Facebook,memorylane,10,20, USA          ,2018,2,5,15,0.1,0.2,Neutral
" Torn between conflicting emotions, an ambivalence that paints my decisions in shades of uncertainty. ",Ambivalence,5/30/2022 11:30,Twitter,ambivalence,12,25, Canada        ,2022,5,30,11,0.0,0.0,Neutral
" Torn between conflicting emotions, an ambivalence that paints my decisions in shades of uncertainty. ",Ambivalence,5/30/2022 11:30,Twitter,uncertainchoices,12,25, Canada        ,2022,5,30,11,0.0,0.0,Neutral
" Embracing the ebb and flow of life, finding acceptance in the dance of existence. ",Acceptance,1/10/2023 16:20,Instagram,acceptance,15,30, UK           ,2023,1,10,16,0.0,0.0,Neutral
" Embracing the ebb and flow of life, finding acceptance in the dance of existence. ",Acceptance,1/10/2023 16:20,Instagram,lifejourney,15,30, UK           ,2023,1,10,16,0.0,0.0,Neutral
" Facing challenges head-on, a determination that fuels the fire within to achieve the impossible. ",Determination,9/18/2020 13:45,Facebook,determination,10,20, India        ,2020,9,18,13,-0.6666666666666666,1.0,Negative
" Facing challenges head-on, a determination that fuels the fire within to achieve the impossible. ",Determination,9/18/2020 13:45,Facebook,achievetheimpossible,10,20, India        ,2020,9,18,13,-0.6666666666666666,1.0,Negative
" Serenity found in the stillness of nature, a tranquil retreat from the chaos of the modern world. ",Serenity,7/3/2021 19:00,Twitter,serenity,12,25, Australia    ,2021,7,3,19,0.2,0.3,Positive
" Serenity found in the stillness of nature, a tranquil retreat from the chaos of the modern world. ",Serenity,7/3/2021 19:00,Twitter,natureretreat,12,25, Australia    ,2021,7,3,19,0.2,0.3,Positive
" Curiosity leading me down the rabbit hole of knowledge, a perpetual student in life's classroom. ",Curiosity,10/8/2022 8:15,Instagram,curiosity,20,40, USA          ,2022,10,8,8,-0.1555555555555555,0.2888888888888889,Negative
" Curiosity leading me down the rabbit hole of knowledge, a perpetual student in life's classroom. ",Curiosity,10/8/2022 8:15,Instagram,knowledgequest,20,40, USA          ,2022,10,8,8,-0.1555555555555555,0.2888888888888889,Negative
" Floating through the day with an air of indifference, detached from the mundane happenings around. ",Indifference,3/22/2023 16:30,Facebook,indifference,10,20, Canada        ,2023,3,22,16,-0.1666666666666666,0.1666666666666666,Negative
" Floating through the day with an air of indifference, detached from the mundane happenings around. ",Indifference,3/22/2023 16:30,Facebook,floatingthroughlife,10,20, Canada        ,2023,3,22,16,-0.1666666666666666,0.1666666666666666,Negative
" Entangled in the web of thoughts, confusion reigning as I navigate the labyrinth of ideas. ",Confusion,5/15/2021 11:45,Twitter,confusion,15,30, UK            ,2021,5,15,11,0.0,0.0,Neutral
" Entangled in the web of thoughts, confusion reigning as I navigate the labyrinth of ideas. ",Confusion,5/15/2021 11:45,Twitter,thoughtlabyrinth,15,30, UK            ,2021,5,15,11,0.0,0.0,Neutral
" Numb to the chaos, emotions locked away, a stoic facade concealing the inner turmoil. ",Numbness,12/28/2019 14:30,Instagram,numbness,8,15, Australia     ,2019,12,28,14,-0.3,0.5833333333333334,Negative
" Numb to the chaos, emotions locked away, a stoic facade concealing the inner turmoil. ",Numbness,12/28/2019 14:30,Instagram,stoicfacade,8,15, Australia     ,2019,12,28,14,-0.3,0.5833333333333334,Negative
" Melancholy whispers in the breeze, a silent conversation with the echoes of forgotten dreams. ",Melancholy,3/1/2020 19:00,Facebook,melancholy,12,25, India         ,2020,3,1,19,0.0,0.1,Neutral
" Melancholy whispers in the breeze, a silent conversation with the echoes of forgotten dreams. ",Melancholy,3/1/2020 19:00,Facebook,whispersinthebreeze,12,25, India         ,2020,3,1,19,0.0,0.1,Neutral
" Stumbling upon an old journal, nostalgia flooding in waves, carrying me to moments long gone. ",Nostalgia,7/10/2018 15:45,Twitter,nostalgia,10,20, Canada        ,2018,7,10,15,0.025,0.3,Neutral
" Stumbling upon an old journal, nostalgia flooding in waves, carrying me to moments long gone. ",Nostalgia,7/10/2018 15:45,Twitter,journalmoments,10,20, Canada        ,2018,7,10,15,0.025,0.3,Neutral
" A tapestry of conflicting feelings, weaving through uncertainty, caught in the threads of ambivalence. ",Ambivalence,1/5/2022 10:30,Instagram,ambivalence,12,25, UK            ,2022,1,5,10,0.0,0.0,Neutral
" A tapestry of conflicting feelings, weaving through uncertainty, caught in the threads of ambivalence. ",Ambivalence,1/5/2022 10:30,Instagram,conflictingfeelings,12,25, UK            ,2022,1,5,10,0.0,0.0,Neutral
" Embracing the flaws, finding acceptance in imperfection, a journey towards self-love. ",Acceptance,8/20/2021 16:20,Facebook,acceptance,15,30, Australia    ,2021,8,20,16,0.0,0.0,Neutral
" Embracing the flaws, finding acceptance in imperfection, a journey towards self-love. ",Acceptance,8/20/2021 16:20,Facebook,selflovejourney,15,30, Australia    ,2021,8,20,16,0.0,0.0,Neutral
" Determination burning like a wildfire, overcoming obstacles, turning dreams into reality. ",Determination,11/3/2019 13:45,Twitter,determination,18,35, USA          ,2019,11,3,13,-0.05,0.0,Neutral
" Determination burning like a wildfire, overcoming obstacles, turning dreams into reality. ",Determination,11/3/2019 13:45,Twitter,dreamsintoreality,18,35, USA          ,2019,11,3,13,-0.05,0.0,Neutral
" Tranquil moments by the ocean, serenity washing over, a peaceful retreat within the waves' embrace. ",Serenity,4/12/2020 19:30,Instagram,serenity,25,50, Canada        ,2020,4,12,19,0.25,0.5,Positive
" Tranquil moments by the ocean, serenity washing over, a peaceful retreat within the waves' embrace. ",Serenity,4/12/2020 19:30,Instagram,oceanretreat,25,50, Canada        ,2020,4,12,19,0.25,0.5,Positive
" Exploring new horizons with the spark of curiosity, an adventurer in the vast landscape of knowledge. ",Curiosity,4/15/2022 8:45,Facebook,curiosity,22,45, India         ,2022,4,15,8,0.0681818181818181,0.7272727272727273,Neutral
" Exploring new horizons with the spark of curiosity, an adventurer in the vast landscape of knowledge. ",Curiosity,4/15/2022 8:45,Facebook,newhorizons,22,45, India         ,2022,4,15,8,0.0681818181818181,0.7272727272727273,Neutral
" Drifting through the day with a nonchalant demeanor, embracing the art of indifference. ",Indifference,2/10/2023 17:00,Twitter,indifference,9,18, UK            ,2023,2,10,17,0.0,0.0,Neutral
" Drifting through the day with a nonchalant demeanor, embracing the art of indifference. ",Indifference,2/10/2023 17:00,Twitter,driftingthroughlife,9,18, UK            ,2023,2,10,17,0.0,0.0,Neutral
" Wrestling with thoughts, a perplexed mind lost in the labyrinth of life's complexities. ",Confusion,8/5/2020 12:15,Instagram,confusion,14,28, Australia    ,2020,8,5,12,0.4,0.9,Positive
" Wrestling with thoughts, a perplexed mind lost in the labyrinth of life's complexities. ",Confusion,8/5/2020 12:15,Instagram,perplexedmind,14,28, Australia    ,2020,8,5,12,0.4,0.9,Positive
" Immersed in a state of emotional numbness, a shield against the storm of daily struggles. ",Numbness,12/1/2021 15:30,Facebook,numbness,10,20, USA          ,2021,12,1,15,0.0,0.325,Neutral
" Immersed in a state of emotional numbness, a shield against the storm of daily struggles. ",Numbness,12/1/2021 15:30,Facebook,emotionalshield,10,20, USA          ,2021,12,1,15,0.0,0.325,Neutral
" A melancholic symphony playing in the background, the soundtrack of a wistful heart. ",Melancholy,3/25/2019 21:00,Twitter,melancholy,13,26, Canada        ,2019,3,25,21,0.0,0.0,Neutral
" A melancholic symphony playing in the background, the soundtrack of a wistful heart. ",Melancholy,3/25/2019 21:00,Twitter,wistfulheart,13,26, Canada        ,2019,3,25,21,0.0,0.0,Neutral
" Flipping through the pages of an old yearbook, nostalgia painting smiles and tears on my face. ",Nostalgia,6/18/2017 14:45,Instagram,nostalgia,12,25, India         ,2017,6,18,14,0.1,0.2,Neutral
" Flipping through the pages of an old yearbook, nostalgia painting smiles and tears on my face. ",Nostalgia,6/18/2017 14:45,Instagram,yearbookmemories,12,25, India         ,2017,6,18,14,0.1,0.2,Neutral
" Torn between opposing emotions, an ambivalence that colors my decisions with shades of uncertainty. ",Ambivalence,7/8/2022 11:30,Facebook,ambivalence,15,30, Australia    ,2022,7,8,11,0.0,0.0,Neutral
" Torn between opposing emotions, an ambivalence that colors my decisions with shades of uncertainty. ",Ambivalence,7/8/2022 11:30,Facebook,shadesofuncertainty,15,30, Australia    ,2022,7,8,11,0.0,0.0,Neutral
" Embracing life's imperfections, finding acceptance in the journey, scars and all. ",Acceptance,5/15/2023 16:20,Twitter,acceptance,18,36, Canada        ,2023,5,15,16,0.0,0.0,Neutral
" Embracing life's imperfections, finding acceptance in the journey, scars and all. ",Acceptance,5/15/2023 16:20,Twitter,imperfectjourney,18,36, Canada        ,2023,5,15,16,0.0,0.0,Neutral
" A fiery determination burning within, fueled by the vision of reaching unparalleled heights. ",Determination,9/10/2021 14:45,Instagram,determination,20,40, UK            ,2021,9,10,14,0.0,0.0,Neutral
" A fiery determination burning within, fueled by the vision of reaching unparalleled heights. ",Determination,9/10/2021 14:45,Instagram,unparalleledheights,20,40, UK            ,2021,9,10,14,0.0,0.0,Neutral
" Basking in the serenity of a quiet forest, where the whispers of nature bring peace to the soul. ",Serenity,2/28/2020 18:30,Facebook,serenity,25,50, USA          ,2020,2,28,18,0.0,0.3333333333333333,Neutral
" Basking in the serenity of a quiet forest, where the whispers of nature bring peace to the soul. ",Serenity,2/28/2020 18:30,Facebook,naturewhispers,25,50, USA          ,2020,2,28,18,0.0,0.3333333333333333,Neutral
" Indifferent to the noise of the world, a silent observer in the midst of life's cacophony. ",Indifference,3/10/2023 16:30,Instagram,indifference,9,18, India         ,2023,3,10,16,0.0,0.1,Neutral
" Indifferent to the noise of the world, a silent observer in the midst of life's cacophony. ",Indifference,3/10/2023 16:30,Instagram,silentobserver,9,18, India         ,2023,3,10,16,0.0,0.1,Neutral
" Navigating through the labyrinth of thoughts, confusion a constant companion in the maze of ideas. ",Confusion,5/2/2021 11:45,Facebook,confusion,14,28, Australia    ,2021,5,2,11,0.0,0.3333333333333333,Neutral
" Navigating through the labyrinth of thoughts, confusion a constant companion in the maze of ideas. ",Confusion,5/2/2021 11:45,Facebook,thoughtlabyrinth,14,28, Australia    ,2021,5,2,11,0.0,0.3333333333333333,Neutral
" An impenetrable numbness shields me from the emotional storms, a fortress of stoic resilience. ",Numbness,10/18/2019 14:30,Twitter,numbness,11,22, UK            ,2019,10,18,14,0.0,0.65,Neutral
" An impenetrable numbness shields me from the emotional storms, a fortress of stoic resilience. ",Numbness,10/18/2019 14:30,Twitter,stoicresilience,11,22, UK            ,2019,10,18,14,0.0,0.65,Neutral
" Melancholy painting the world in hues of nostalgia, a canvas of bittersweet memories. ",Melancholy,1/5/2020 20:00,Instagram,melancholy,13,26, USA          ,2020,1,5,20,0.0,0.0,Neutral
" Melancholy painting the world in hues of nostalgia, a canvas of bittersweet memories. ",Melancholy,1/5/2020 20:00,Instagram,bittersweetmemories,13,26, USA          ,2020,1,5,20,0.0,0.0,Neutral
" A journey into the past, flipping through the pages of an old diary, nostalgia taking the lead. ",Nostalgia,8/10/2018 15:45,Facebook,nostalgia,12,25, Canada        ,2018,8,10,15,-0.075,0.225,Neutral
" A journey into the past, flipping through the pages of an old diary, nostalgia taking the lead. ",Nostalgia,8/10/2018 15:45,Facebook,diaryjourney,12,25, Canada        ,2018,8,10,15,-0.075,0.225,Neutral
" Ambivalence clouding decisions, caught in the crossroads of conflicting emotions. ",Ambivalence,1/15/2022 10:30,Twitter,ambivalence,15,30, India         ,2022,1,15,10,0.0,0.0,Neutral
" Ambivalence clouding decisions, caught in the crossroads of conflicting emotions. ",Ambivalence,1/15/2022 10:30,Twitter,conflictingemotions,15,30, India         ,2022,1,15,10,0.0,0.0,Neutral
" Embracing imperfections, finding acceptance in the mosaic of life's beautiful chaos. ",Acceptance,7/20/2021 16:20,Instagram,acceptance,18,36, Australia     ,2021,7,20,16,0.85,1.0,Positive
" Embracing imperfections, finding acceptance in the mosaic of life's beautiful chaos. ",Acceptance,7/20/2021 16:20,Instagram,beautifulchaos,18,36, Australia     ,2021,7,20,16,0.85,1.0,Positive
" Determination as the driving force, propelling me forward on the path to extraordinary achievements. ",Determination,12/3/2019 13:45,Facebook,determination,20,40, USA          ,2019,12,3,13,0.3333333333333333,1.0,Positive
" Determination as the driving force, propelling me forward on the path to extraordinary achievements. ",Determination,12/3/2019 13:45,Facebook,extraordinarypath,20,40, USA          ,2019,12,3,13,0.3333333333333333,1.0,Positive
" Seeking serenity in the melody of raindrops, a tranquil escape from the noise of everyday life. ",Serenity,4/12/2020 19:30,Twitter,serenity,25,50, Canada        ,2020,4,12,19,-0.2,0.6,Negative
" Seeking serenity in the melody of raindrops, a tranquil escape from the noise of everyday life. ",Serenity,4/12/2020 19:30,Twitter,raindropmelody,25,50, Canada        ,2020,4,12,19,-0.2,0.6,Negative
" Curiosity driving the exploration of the unknown, a seeker of knowledge in uncharted territories. ",Curiosity,5/8/2022 8:45,Instagram,curiosity,22,45, UK            ,2022,5,8,8,-0.1,0.6,Neutral
" Curiosity driving the exploration of the unknown, a seeker of knowledge in uncharted territories. ",Curiosity,5/8/2022 8:45,Instagram,seekerofknowledge,22,45, UK            ,2022,5,8,8,-0.1,0.6,Neutral
" Drifting through the day with an air of nonchalance, indifferent to the trivialities of life. ",Indifference,2/22/2023 17:00,Facebook,indifference,9,18, India         ,2023,2,22,17,0.0,0.0,Neutral
" Drifting through the day with an air of nonchalance, indifferent to the trivialities of life. ",Indifference,2/22/2023 17:00,Facebook,driftingthroughlife,9,18, India         ,2023,2,22,17,0.0,0.0,Neutral
" Lost in the labyrinth of thoughts, confusion casting shadows on the quest for clarity. ",Confusion,6/5/2020 12:15,Twitter,confusion,14,28, Australia    ,2020,6,5,12,0.0,0.0,Neutral
