Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,TextBlob_Polarity,TextBlob_Subjectivity,TextBlob_Sentiment
 Empowerment through mentoring and guiding others.    ,Empowerment,6/3/2014 8:20, MentorEmpower   ,Twitter,"['empowerment', 'mentorship']",15,30, UK       ,2014,6,3,8,0.0,0.0,Neutral
 Compassion shown through acts of kindness in the community.,Compassion,1/15/2019 14:50, KindnessInAction,Instagram,"['compassion', 'communitykindness']",18,35, Australia ,2019,1,15,14,0.0,0.0,Neutral
 Tenderness in a heartfelt message to a loved one.    ,Tenderness,12/25/2016 19:30, LoveExpress     ,Facebook,"['tenderness', 'lovenote']",25,50, UK          ,2016,12,25,19,0.35,0.9,Positive
 Arousal of excitement before a much-awaited trip.    ,Arousal,3/10/2018 9:45, TravelExcitement,Twitter,"['arousal', 'traveladventure']",20,40, India    ,2018,3,10,9,0.0,0.0,Neutral
 Enthusiasm for a new artistic project in the works.  ,Enthusiasm,9/17/2020 16:30, ArtisticSpirit  ,Instagram,"['enthusiasm', 'artisticproject']",15,30, USA       ,2020,9,17,16,0.23484848484848483,0.7272727272727273,Positive
 Feeling a sense of fulfillment after helping others. ,Fulfillment,8/28/2011 18:45, HelperHeart     ,Facebook,"['fulfillment', 'helpingothers']",22,45, Canada    ,2011,8,28,18,0.0,0.0,Neutral
 Reverence for the historical significance of a landmark.,Reverence,11/1/2017 15:30, HistoryBuff     ,Twitter,"['reverence', 'historicalsite']",18,35, Australia ,2017,11,1,15,0.0,0.0,Neutral
 Elation after achieving a fitness milestone.         ,Elation,6/15/2019 10:00, FitnessAchiever2,Instagram,"['elation', 'fitnessmilestone']",25,50, UK           ,2019,6,15,10,0.0,0.0,Neutral
 The euphoria of a successful product launch.         ,Euphoria,4/3/2022 11:45, ProductLaunchJoy,Facebook,"['euphoria', 'productlaunchsuccess']",15,30, USA       ,2022,4,3,11,0.75,0.95,Positive
 Contentment in the embrace of a loved one.           ,Contentment,11/12/2010 20:20, LovingEmbrace   ,Twitter,"['contentment', 'love']",30,60, India    ,2010,11,12,20,0.7,0.8,Positive
 Serenity found in the beauty of a sunset by the sea.  ,Serenity,7/22/2011 18:30, SunsetWatcher2  ,Instagram,"['serenity', 'sunsetviews']",22,45, Canada     ,2011,7,22,18,0.0,0.0,Neutral
 Gratitude for the small joys that each day brings.   ,Gratitude,3/30/2012 11:20, JoyfulHeart2    ,Facebook,"['gratitude', 'smalljoys']",15,30, Australia   ,2012,3,30,11,-0.25,0.4,Negative
 Hopeful about the potential for personal growth.      ,Hope,10/5/2013 16:40, GrowthOptimist  ,Twitter,"['hope', 'personaldevelopment']",18,35, UK       ,2013,10,5,16,0.0,0.65,Neutral
 Empowerment through learning a new skill.            ,Empowerment,7/10/2014 13:15, SkillEmpower    ,Instagram,"['empowerment', 'skillbuilding']",25,50, India   ,2014,7,10,13,0.13636363636363635,0.45454545454545453,Positive
 Compassion in volunteering for a local charity.       ,Compassion,12/18/2015 14:20, CharityVolunteer,Facebook,"['compassion', 'volunteerwork']",18,35, USA      ,2015,12,18,14,0.0,0.0,Neutral
 Tenderness in a quiet moment shared with a pet.      ,Tenderness,2/10/2016 19:45, PetLove         ,Twitter,"['tenderness', 'petlove']",25,50, Canada   ,2016,2,10,19,0.0,0.3333333333333333,Neutral
 Arousal of excitement for an upcoming festival.       ,Arousal,9/25/2017 11:30, FestivalFan     ,Instagram,"['arousal', 'festivalexcitement']",20,40, UK ,2017,9,25,11,0.0,0.0,Neutral
 Enthusiasm for a DIY home improvement project.       ,Enthusiasm,4/15/2018 16:00, DIYEnthusiast   ,Facebook,"['enthusiasm', 'homeimprovement']",15,30, Australia   ,2018,4,15,16,0.0,0.0,Neutral
 Fulfillment in completing a challenging puzzle.      ,Fulfillment,11/28/2019 18:20, PuzzleMaster    ,Twitter,"['fulfillment', 'puzzlechallenge']",22,45, India    ,2019,11,28,18,0.5,1.0,Positive
 Reverence for the wonders of nature on a hiking trail.,Reverence,5/11/2020 15:00, NatureAdmirer   ,Instagram,"['reverence', 'natureexploration']",18,35, USA        ,2020,5,11,15,0.0,0.0,Neutral
 Elation after a surprise reunion with a childhood friend.,Elation,2/5/2021 9:30, ChildhoodJoy    ,Facebook,"['elation', 'friendshipreunion']",25,50, Canada      ,2021,2,5,9,0.0,0.0,Neutral
 Suffering from despair after another setback.      ,Despair,3/10/2021 8:30, StrugglingSoul    ,Twitter,"['despair', 'struggle']",5,10, USA          ,2021,3,10,8,0.0,0.0,Neutral
" Overwhelmed by grief, missing a loved one dearly.  ",Grief,7/5/2022 15:45, MourningHeart     ,Instagram,"['grief', 'loss']",8,15, Canada          ,2022,7,5,15,-0.10000000000000002,0.35000000000000003,Negative
 Loneliness creeps in as the night grows colder.    ,Loneliness,11/18/2019 21:20, SolitarySoul      ,Facebook,"['loneliness', 'isolation']",10,20, UK           ,2019,11,18,21,0.0,0.0,Neutral
 Jealousy consumes me as I witness others' success. ,Jealousy,8/12/2020 11:30, EnviousObserver   ,Twitter,"['jealousy', 'envy']",12,25, India        ,2020,8,12,11,0.3,0.0,Positive
 Resentment building up over past betrayals.        ,Resentment,5/22/2018 14:45, BitterHeart       ,Instagram,"['resentment', 'bitterness']",7,15, Australia     ,2018,5,22,14,-0.25,0.25,Negative
 Frustration mounts as obstacles block my path.     ,Frustration,1/30/2017 16:10, BlockedGoals      ,Facebook,"['frustration', 'obstacles']",10,20, USA          ,2017,1,30,16,-0.05,0.0,Neutral
" Boredom sets in, the day feels endlessly dull.     ",Boredom,9/28/2016 19:45, BoredMind         ,Twitter,"['boredom', 'lackofinterest']",8,15, Canada        ,2016,9,28,19,-0.2916666666666667,0.5,Negative
" Anxiety grips my heart, worry clouds my thoughts.  ",Anxiety,4/15/2019 9:00, WorriedMind       ,Instagram,"['anxiety', 'worry']",12,25, UK           ,2019,4,15,9,0.0,0.0,Neutral
 Intimidation by the unknown future ahead.          ,Intimidation,12/3/2021 18:30, FearfulSoul       ,Facebook,"['intimidation', 'fear']",15,30, India        ,2021,12,3,18,-0.05,0.3625,Neutral
 Helplessness sinks in as challenges pile up.       ,Helplessness,6/20/2020 14:20, OverwhelmedHeart  ,Twitter,"['helplessness', 'overwhelmed']",8,15, Australia    ,2020,6,20,14,-0.1,0.0,Neutral
 Envy eats away at me as I see others' prosperity.  ,Envy,11/7/2018 11:30, CovetousMind     ,Instagram,"['envy', 'desire']",10,20, Canada        ,2018,11,7,11,0.0,0.0,Neutral
 Regret over missed opportunities haunts my thoughts.,Regret,8/25/2017 16:00, RemorsefulSoul   ,Facebook,"['regret', 'missedchances']",12,25, UK           ,2017,8,25,16,0.0,0.0,Neutral
 Disgust at the sight of injustice and cruelty.     ,Disgust,2/11/2019 9:45, DisgustedHeart   ,Twitter,"['disgust', 'injustice']",7,15, India        ,2019,2,11,9,0.0,0.0,Neutral
" Drowning in despair, hope slipping through my fingers.",Despair,4/2/2016 20:20, HopelessHeart    ,Instagram,"['despair', 'hopeless']",10,20, USA          ,2016,4,2,20,-0.1,0.1,Neutral
" Grief weighs heavy, tears a constant companion.    ",Grief,10/18/2015 15:30, TearfulSoul      ,Facebook,"['grief', 'tears']",12,25, Canada        ,2015,10,18,15,-0.3333333333333333,0.3444444444444444,Negative
" Loneliness in a crowded room, a silent cry for connection.",Loneliness,7/12/2019 18:10, IsolatedMind     ,Twitter,"['loneliness', 'seekingconnection']",15,30, UK            ,2019,7,12,18,0.0,0.1,Neutral
" Jealousy gnaws at my confidence, a toxic emotion.  ",Jealousy,6/3/2018 16:30, SelfDoubt        ,Instagram,"['jealousy', 'insecurity']",8,15, India         ,2018,6,3,16,0.0,0.0,Neutral
" Resentment festers, poisoning relationships.       ",Resentment,1/15/2022 12:00, BrokenTrust      ,Facebook,"['resentment', 'brokentrust']",10,20, Australia    ,2022,1,15,12,0.0,0.0,Neutral
" Frustration boils over, a volcanic eruption of emotions.",Frustration,4/10/2017 14:45, ExplosiveMind    ,Twitter,"['frustration', 'emotionaloutburst']",12,25, USA          ,2017,4,10,14,0.0,0.0,Neutral
" Boredom settles like dust, life feels mundane.     ",Boredom,11/28/2016 19:00, MundaneHeart     ,Instagram,"['boredom', 'monotony']",7,15, Canada        ,2016,11,28,19,-0.16666666666666666,0.16666666666666666,Negative
" Anxiety grips my chest, a relentless grip on my thoughts.",Anxiety,9/5/2018 9:30, RestlessMind     ,Facebook,"['anxiety', 'restlessness']",10,20, UK            ,2018,9,5,9,0.0,0.0,Neutral
" Intimidation by the challenges ahead, fear takes hold.",Intimidation,10/22/2021 18:30, FearfulJourney   ,Twitter,"['intimidation', 'facingfear']",15,30, India         ,2021,10,22,18,0.0,0.0,Neutral
" Helplessness engulfs me, drowning in a sea of problems.",Helplessness,5/8/2019 14:20, OverwhelmedSoul  ,Instagram,"['helplessness', 'struggling']",8,15, Australia    ,2019,5,8,14,0.0,0.0,Neutral
" Envy poisons my thoughts, coveting others' success.",Envy,3/20/2017 11:30, GreenEyedMonster ,Facebook,"['envy', 'success']",10,20, Canada        ,2017,3,20,11,0.3,0.0,Positive
 Regret for decisions that led to a painful present.,Regret,12/15/2018 16:00, RegretfulMind    ,Twitter,"['regret', 'pastchoices']",12,25, USA          ,2018,12,15,16,-0.35,0.45,Negative
 Disgust at the corruption that stains society.     ,Disgust,7/1/2016 9:45, CorruptedHeart   ,Instagram,"['disgust', 'corruption']",7,15, UK            ,2016,7,1,9,0.0,0.0,Neutral
" Sinking in despair, each day darker than the last. ",Despair,8/20/2020 20:20, DrowningSoul     ,Facebook,"['despair', 'darkdays']",10,20, India         ,2020,8,20,20,0.0,0.06666666666666667,Neutral
" Grief overwhelms, a storm of emotions within.      ",Grief,2/25/2021 15:30, StormyHeart      ,Twitter,"['grief', 'emotionalstorm']",12,25, Canada        ,2021,2,25,15,-0.8,0.2,Negative
" Loneliness echoes in empty spaces, yearning for connection.",Loneliness,9/12/2019 18:10, EchoingSoul     ,Instagram,"['loneliness', 'yearningforconnection']",15,30, Australia     ,2019,9,12,18,-0.1,0.5,Neutral
" Jealousy poisons my thoughts, resentment brewing within.",Jealousy,8/5/2018 16:30, PoisonedMind    ,Facebook,"['jealousy', 'resentment']",8,15, USA           ,2018,8,5,16,0.0,0.0,Neutral
" Resentment festers, a wound that refuses to heal.  ",Resentment,1/12/2017 12:00, UnforgivingSoul  ,Twitter,"['resentment', 'unforgiving']",10,20, India         ,2017,1,12,12,0.0,0.0,Neutral
" Frustration escalates, a thunderstorm of emotions. ",Frustration,4/5/2022 14:45, ThunderingMind   ,Instagram,"['frustration', 'emotionaloutburst']",12,25, UK            ,2022,4,5,14,0.0,0.0,Neutral
" Boredom lingers, a stagnant pool of indifference.  ",Boredom,10/2/2021 19:00, StagnantHeart    ,Facebook,"['boredom', 'stagnation']",7,15, Canada        ,2021,10,2,19,0.0,0.0,Neutral
" Embarking on a journey of discovery, fueled by curiosity and a thirst for knowledge. ",Curiosity,4/15/2023 10:15, InquisitiveMind   ,Twitter,"['curiosity', 'learning']",15,30, USA          ,2023,4,15,10,0.0,0.0,Neutral
" Lost in the vast sea of information, an indifferent wave in the digital ocean. ",Indifference,11/28/2022 17:30, ApatheticObserver ,Instagram,"['indifference', 'digitaloverload']",7,15, Canada          ,2022,11,28,17,0.0,0.5,Neutral
" The complex puzzle of life leaves me in a state of perpetual confusion, seeking answers in the chaos. ",Confusion,4/2/2020 9:45, SeekingClarity    ,Facebook,"['confusion', 'lifepuzzle']",10,20, UK           ,2020,4,2,9,-0.3,0.4,Negative
" A numbness settles over me, a shield against the overwhelming emotions life throws my way. ",Numbness,8/10/2021 14:00, EmotionallyDistant ,Twitter,"['numbness', 'emotionalshield']",8,15, India        ,2021,8,10,14,0.5,1.0,Positive
" Gazing at the sunset, a melancholic longing for moments that slip through the fingers of time. ",Melancholy,6/18/2019 20:45, SunsetDreamer     ,Instagram,"['melancholy', 'sunsetmoments']",12,25, Australia     ,2019,6,18,20,0.0,0.0,Neutral
" Revisiting old photographs, caught in the embrace of nostalgia's bittersweet symphony. ",Nostalgia,2/5/2018 15:15, MemoryLaneTraveler ,Facebook,"['nostalgia', 'memorylane']",10,20, USA          ,2018,2,5,15,0.1,0.2,Neutral
" Torn between conflicting emotions, an ambivalence that paints my decisions in shades of uncertainty. ",Ambivalence,5/30/2022 11:30, MixedFeelings     ,Twitter,"['ambivalence', 'uncertainchoices']",12,25, Canada        ,2022,5,30,11,0.0,0.0,Neutral
" Embracing the ebb and flow of life, finding acceptance in the dance of existence. ",Acceptance,1/10/2023 16:20, ZenLifestyle      ,Instagram,"['acceptance', 'lifejourney']",15,30, UK           ,2023,1,10,16,0.0,0.0,Neutral
" Facing challenges head-on, a determination that fuels the fire within to achieve the impossible. ",Determination,9/18/2020 13:45, ResilientSpirit   ,Facebook,"['determination', 'achievetheimpossible']",10,20, India        ,2020,9,18,13,-0.6666666666666666,1.0,Negative
" Serenity found in the stillness of nature, a tranquil retreat from the chaos of the modern world. ",Serenity,7/3/2021 19:00, NatureSoul        ,Twitter,"['serenity', 'natureretreat']",12,25, Australia    ,2021,7,3,19,0.2,0.3,Positive
" Curiosity leading me down the rabbit hole of knowledge, a perpetual student in life's classroom. ",Curiosity,10/8/2022 8:15, EternalLearner    ,Instagram,"['curiosity', 'knowledgequest']",20,40, USA          ,2022,10,8,8,-0.15555555555555556,0.2888888888888889,Negative
" Floating through the day with an air of indifference, detached from the mundane happenings around. ",Indifference,3/22/2023 16:30, AloofObserver     ,Facebook,"['indifference', 'floatingthroughlife']",10,20, Canada        ,2023,3,22,16,-0.16666666666666666,0.16666666666666666,Negative
" Entangled in the web of thoughts, confusion reigning as I navigate the labyrinth of ideas. ",Confusion,5/15/2021 11:45, ThoughtExplorer   ,Twitter,"['confusion', 'thoughtlabyrinth']",15,30, UK            ,2021,5,15,11,0.0,0.0,Neutral
" Numb to the chaos, emotions locked away, a stoic facade concealing the inner turmoil. ",Numbness,12/28/2019 14:30, StoicSoul         ,Instagram,"['numbness', 'stoicfacade']",8,15, Australia     ,2019,12,28,14,-0.3,0.5833333333333334,Negative
" Melancholy whispers in the breeze, a silent conversation with the echoes of forgotten dreams. ",Melancholy,3/1/2020 19:00, DreamerInSilence  ,Facebook,"['melancholy', 'whispersinthebreeze']",12,25, India         ,2020,3,1,19,0.0,0.1,Neutral
" Stumbling upon an old journal, nostalgia flooding in waves, carrying me to moments long gone. ",Nostalgia,7/10/2018 15:45, JournalKeeper     ,Twitter,"['nostalgia', 'journalmoments']",10,20, Canada        ,2018,7,10,15,0.025,0.30000000000000004,Neutral
" A tapestry of conflicting feelings, weaving through uncertainty, caught in the threads of ambivalence. ",Ambivalence,1/5/2022 10:30, ThreadWeaver      ,Instagram,"['ambivalence', 'conflictingfeelings']",12,25, UK            ,2022,1,5,10,0.0,0.0,Neutral
" Embracing the flaws, finding acceptance in imperfection, a journey towards self-love. ",Acceptance,8/20/2021 16:20, SelfLoveAdvocate  ,Facebook,"['acceptance', 'selflovejourney']",15,30, Australia    ,2021,8,20,16,0.0,0.0,Neutral
" Determination burning like a wildfire, overcoming obstacles, turning dreams into reality. ",Determination,11/3/2019 13:45, DreamChaser       ,Twitter,"['determination', 'dreamsintoreality']",18,35, USA          ,2019,11,3,13,-0.05,0.0,Neutral
" Tranquil moments by the ocean, serenity washing over, a peaceful retreat within the waves' embrace. ",Serenity,4/12/2020 19:30, OceanSoul         ,Instagram,"['serenity', 'oceanretreat']",25,50, Canada        ,2020,4,12,19,0.25,0.5,Positive
" Exploring new horizons with the spark of curiosity, an adventurer in the vast landscape of knowledge. ",Curiosity,4/15/2022 8:45, HorizonExplorer   ,Facebook,"['curiosity', 'newhorizons']",22,45, India         ,2022,4,15,8,0.06818181818181818,0.7272727272727273,Neutral
" Drifting through the day with a nonchalant demeanor, embracing the art of indifference. ",Indifference,2/10/2023 17:00, NonchalantSpirit  ,Twitter,"['indifference', 'driftingthroughlife']",9,18, UK            ,2023,2,10,17,0.0,0.0,Neutral
" Wrestling with thoughts, a perplexed mind lost in the labyrinth of life's complexities. ",Confusion,8/5/2020 12:15, ComplexThinker    ,Instagram,"['confusion', 'perplexedmind']",14,28, Australia    ,2020,8,5,12,0.4,0.9,Positive
" Immersed in a state of emotional numbness, a shield against the storm of daily struggles. ",Numbness,12/1/2021 15:30, ShieldedHeart     ,Facebook,"['numbness', 'emotionalshield']",10,20, USA          ,2021,12,1,15,0.0,0.325,Neutral
" A melancholic symphony playing in the background, the soundtrack of a wistful heart. ",Melancholy,3/25/2019 21:00, SymphonySoul      ,Twitter,"['melancholy', 'wistfulheart']",13,26, Canada        ,2019,3,25,21,0.0,0.0,Neutral
" Flipping through the pages of an old yearbook, nostalgia painting smiles and tears on my face. ",Nostalgia,6/18/2017 14:45, YearbookExplorer  ,Instagram,"['nostalgia', 'yearbookmemories']",12,25, India         ,2017,6,18,14,0.1,0.2,Neutral
" Torn between opposing emotions, an ambivalence that colors my decisions with shades of uncertainty. ",Ambivalence,7/8/2022 11:30, DecisiveDilemma   ,Facebook,"['ambivalence', 'shadesofuncertainty']",15,30, Australia    ,2022,7,8,11,0.0,0.0,Neutral
" Embracing life's imperfections, finding acceptance in the journey, scars and all. ",Acceptance,5/15/2023 16:20, ImperfectHarmony  ,Twitter,"['acceptance', 'imperfectjourney']",18,36, Canada        ,2023,5,15,16,0.0,0.0,Neutral
" A fiery determination burning within, fueled by the vision of reaching unparalleled heights. ",Determination,9/10/2021 14:45, VisionarySpirit   ,Instagram,"['determination', 'unparalleledheights']",20,40, UK            ,2021,9,10,14,0.0,0.0,Neutral
" Basking in the serenity of a quiet forest, where the whispers of nature bring peace to the soul. ",Serenity,2/28/2020 18:30, ForestDreamer     ,Facebook,"['serenity', 'naturewhispers']",25,50, USA          ,2020,2,28,18,0.0,0.3333333333333333,Neutral
" Indifferent to the noise of the world, a silent observer in the midst of life's cacophony. ",Indifference,3/10/2023 16:30, SilentSpectator   ,Instagram,"['indifference', 'silentobserver']",9,18, India         ,2023,3,10,16,0.0,0.1,Neutral
" Navigating through the labyrinth of thoughts, confusion a constant companion in the maze of ideas. ",Confusion,5/2/2021 11:45, MazeNavigator     ,Facebook,"['confusion', 'thoughtlabyrinth']",14,28, Australia    ,2021,5,2,11,0.0,0.3333333333333333,Neutral
" An impenetrable numbness shields me from the emotional storms, a fortress of stoic resilience. ",Numbness,10/18/2019 14:30, ResilientFortress ,Twitter,"['numbness', 'stoicresilience']",11,22, UK            ,2019,10,18,14,0.0,0.65,Neutral
" Melancholy painting the world in hues of nostalgia, a canvas of bittersweet memories. ",Melancholy,1/5/2020 20:00, CanvasDreamer     ,Instagram,"['melancholy', 'bittersweetmemories']",13,26, USA          ,2020,1,5,20,0.0,0.0,Neutral
" A journey into the past, flipping through the pages of an old diary, nostalgia taking the lead. ",Nostalgia,8/10/2018 15:45, DiaryExplorer     ,Facebook,"['nostalgia', 'diaryjourney']",12,25, Canada        ,2018,8,10,15,-0.075,0.225,Neutral
" Ambivalence clouding decisions, caught in the crossroads of conflicting emotions. ",Ambivalence,1/15/2022 10:30, CrossroadsTraveler ,Twitter,"['ambivalence', 'conflictingemotions']",15,30, India         ,2022,1,15,10,0.0,0.0,Neutral
" Embracing imperfections, finding acceptance in the mosaic of life's beautiful chaos. ",Acceptance,7/20/2021 16:20, MosaicDreamer     ,Instagram,"['acceptance', 'beautifulchaos']",18,36, Australia     ,2021,7,20,16,0.85,1.0,Positive
" Determination as the driving force, propelling me forward on the path to extraordinary achievements. ",Determination,12/3/2019 13:45, PathfinderSpirit  ,Facebook,"['determination', 'extraordinarypath']",20,40, USA          ,2019,12,3,13,0.3333333333333333,1.0,Positive
" Seeking serenity in the melody of raindrops, a tranquil escape from the noise of everyday life. ",Serenity,4/12/2020 19:30, RaindropHarmony   ,Twitter,"['serenity', 'raindropmelody']",25,50, Canada        ,2020,4,12,19,-0.2,0.6,Negative
" Curiosity driving the exploration of the unknown, a seeker of knowledge in uncharted territories. ",Curiosity,5/8/2022 8:45, SeekerOfUnknowns  ,Instagram,"['curiosity', 'seekerofknowledge']",22,45, UK            ,2022,5,8,8,-0.1,0.6,Neutral
" Drifting through the day with an air of nonchalance, indifferent to the trivialities of life. ",Indifference,2/22/2023 17:00, NonchalantWanderer,Facebook,"['indifference', 'driftingthroughlife']",9,18, India         ,2023,2,22,17,0.0,0.0,Neutral
" Lost in the labyrinth of thoughts, confusion casting shadows on the quest for clarity. ",Confusion,6/5/2020 12:15, ShadowedSeeker    ,Twitter,"['confusion', 'labyrinthofthoughts']",14,28, Australia    ,2020,6,5,12,0.0,0.0,Neutral
" Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ",Numbness,11/30/2021 15:30, TurbulentShield   ,Instagram,"['numbness', 'emotionalstorms']",10,20, Canada        ,2021,11,30,15,0.0,0.65,Neutral
" Melancholy as a companion, painting the canvas of life with the brushstrokes of wistful yearning. ",Melancholy,2/25/2019 21:00, WistfulPainter    ,Facebook,"['melancholy', 'wistfulyearning']",13,26, UK            ,2019,2,25,21,0.0,0.0,Neutral
" Leafing through the pages of an old photo album, nostalgia weaving tales of laughter and tears. ",Nostalgia,5/18/2017 14:45, TaleWeaver        ,Twitter,"['nostalgia', 'photoalbumstories']",12,25, USA          ,2017,5,18,14,0.1,0.2,Neutral
" Ambivalence in the air, caught between the crossroads of conflicting emotions and decisions. ",Ambivalence,8/5/2022 11:30, CrossroadsExplorer,Instagram,"['ambivalence', 'crossroadsconfusion']",15,30, Canada        ,2022,8,5,11,0.0,0.0,Neutral
" Embracing the beauty in imperfections, finding acceptance in the mosaic of life's unpredictable art. ",Acceptance,6/15/2023 16:20, MosaicArtist      ,Facebook,"['acceptance', 'unpredictableart']",18,36, Australia    ,2023,6,15,16,-0.16666666666666666,1.0,Negative
" Determination ablaze, forging a path through challenges, sculpting dreams into tangible realities. ",Determination,10/10/2021 14:45, DreamSculptor     ,Twitter,"['determination', 'sculptingdreams']",20,40, UK            ,2021,10,10,14,0.0,0.0,Neutral
" Immerse in the serenity of a moonlit night, where the quiet whispers of nature bring peace to the soul. ",Serenity,5/12/2020 19:30, MoonlitSoul       ,Instagram,"['serenity', 'moonlitpeace']",25,50, USA          ,2020,5,12,19,0.0,0.3333333333333333,Neutral
" Fueled by curiosity, venturing into uncharted realms, a fearless explorer of the mysteries of the world. ",Curiosity,12/1/2022 9:15, FearlessExplorer  ,Facebook,"['curiosity', 'fearlessexplorer']",22,44, India         ,2022,12,1,9,0.0,0.0,Neutral
"Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ",Numbness,11/30/2021 15:30, TurbulentShield ,Instagram,"['numbness', 'emotionalstorms']",10,20, Canada ,2021,11,30,15,0.0,0.65,Neutral
" Dancing through life with the exuberance of a carefree spirit, embracing joy and zest at every turn. ",Zest,7/12/2018 17:45, JoyfulDancer ,Twitter,"['zest', 'carefreespirit']",15,30, USA ,2018,7,12,17,0.8,0.2,Positive
" Basking in the golden glow of contentment, a serene river flowing through the landscape of the heart. ",Contentment,9/5/2020 20:10, SereneBasker ,Facebook,"['contentment', 'goldenglow']",18,36, Australia ,2020,9,5,20,0.3,0.5,Positive
" Gazing towards the horizon with hopeful eyes, painting a canvas of dreams illuminated by the sun of optimism. ",Hopeful,4/18/2022 8:00, DreamPainter ,Instagram,"['hopeful', 'canvasofdreams']",12,24, India ,2022,4,18,8,0.0,0.0,Neutral
" Standing tall, proud as an oak, the branches of achievement reaching towards the sky of accomplishment. ",Proud,12/10/2019 12:20, OakAchiever ,Twitter,"['proud', 'branchesofachievement']",25,50, Canada ,2019,12,10,12,0.8,1.0,Positive
" A heart overflowing with gratitude, a garden where appreciation blooms in the soil of kindness and connection. ",Grateful,2/28/2023 9:45, HeartGardener ,Facebook,"['grateful', 'blossomingconnection']",20,40, USA ,2023,2,28,9,0.0,0.0,Neutral
" Extending a hand, empathetic threads weaving a tapestry of understanding, embracing the joys and sorrows of others. ",Empathetic,4/3/2018 14:15, ThreadWeaver ,Instagram,"['empathetic', 'tapestryofunderstanding']",15,30, UK ,2018,4,3,14,0.0,0.0,Neutral
" Compassionate clouds, heavy with care, showering empathy on the parched grounds of human suffering. ",Compassionate,6/20/2022 10:30, CloudCaretaker ,Twitter,"['compassionate', 'showerofempathy']",18,36, Australia ,2022,6,20,10,-0.1,0.3,Neutral
" Playfully dancing in the rain of laughter, a whimsical spirit twirling in the puddles of joy and lightheartedness. ",Playful,7/8/2020 18:00, RainDancer ,Facebook,"['playful', 'danceintherain']",22,44, Canada ,2020,7,8,18,0.15000000000000002,0.35,Positive
" Soaring on the wings of a free spirit, unburdened by the chains of conformity, painting the sky with independence. ",Free-spirited,8/15/2021 11:10, SkyPainter ,Instagram,"['freespirit', 'paintingthesky']",20,40, India ,2021,8,15,11,0.4,0.8,Positive
" Bathed in the glow of inspiration, a creative phoenix rising from the ashes of ordinary thoughts to explore new realms. ",Inspired,10/25/2019 16:50, PhoenixExplorer ,Twitter,"['inspired', 'creativephoenix']",15,30, UK ,2019,10,25,16,0.12878787878787878,0.6515151515151515,Positive
" Navigating the sea of hope, sailing towards the sunrise of possibilities, confident in the ship of positive anticipation. ",Hopeful,10/5/2023 7:30, SunriseNavigator ,Facebook,"['hopeful', 'sunriseofpossibilities']",12,24, USA ,2023,10,5,7,0.36363636363636365,0.6893939393939394,Positive
" Striding with confidence, footprints of self-assuredness imprinted on the sands of challenges conquered and victories claimed. ",Confident,2/15/2022 13:15, SandStrider ,Instagram,"['confident', 'footprintsofassuredness']",25,50, Australia ,2022,2,15,13,0.0,0.0,Neutral
" Lost in the symphony of the night, a moonlit serenade that whispers tales of wanderlust and moonlit dreams. ",Serenity,5/8/2021 22:00, NightSerenader ,Twitter,"['serenity', 'moonlitserenade']",13,26, Canada ,2021,5,8,22,0.0,0.0,Neutral
" Unveiling the layers of curiosity, a labyrinth of questions leading to the treasure troves of undiscovered knowledge. ",Curiosity,11/29/2020 14:45, KnowledgeSeeker ,Instagram,"['curiosity', 'labyrinthofquestions']",17,34, USA ,2020,11,29,14,0.0,0.0,Neutral
" In the embrace of the autumn breeze, leaves of ambivalence dancing in a waltz between choices and uncertainties. ",Ambivalence,9/14/2019 10:20, BreezeWaltzer ,Facebook,"['ambivalence', 'autumnwaltz']",14,28, UK ,2019,9,14,10,0.0,0.0,Neutral
" Gratitude as a guiding star, navigating the constellation of blessings in the vast universe of life's precious moments. ",Grateful,3/12/2022 19:55, StarNavigator ,Twitter,"['grateful', 'guidingstar']",19,38, Australia ,2022,3,12,19,0.25,1.0,Positive
" With a zestful heart, sprinting through fields of enthusiasm, chasing sunbeams and laughter in the meadows of joy. ",Zest,3/30/2023 16:30, MeadowSprinter ,Instagram,"['zest', 'fieldsofenthusiasm']",16,32, India ,2023,3,30,16,0.8,0.2,Positive
" A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",Compassionate,7/1/2021 12:10, RainNurturer ,Facebook,"['compassionate', 'tearsofempathy']",21,42, Canada ,2021,7,1,12,0.1,0.45,Neutral
" Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",Proud,1/5/2020 8:45, PeakConqueror ,Twitter,"['proud', 'scalingpeaks']",23,46, USA ,2020,1,5,8,0.55,0.5,Positive
" Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",Hopeful,7/17/2022 6:15, DawnGardener ,Instagram,"['hopeful', 'seedsofoptimism']",14,28, UK ,2022,7,17,6,0.0,0.0,Neutral
